Play #,State,Action,Reward,Next State,Terminated
53,[-0.40071702  0.00066645],2,-1.0,[-0.39995146  0.00076557],0
53,[-0.39995146  0.00076557],2,-1.0,[-0.3990921   0.00085933],0
53,[-0.3990921   0.00085933],2,-1.0,[-0.39814502  0.00094709],0
53,[-0.39814502  0.00094709],2,-1.0,[-0.39711678  0.00102825],0
53,[-0.39711678  0.00102825],2,-1.0,[-0.39601454  0.00110223],0
53,[-0.39601454  0.00110223],2,-1.0,[-0.394846    0.00116854],0
53,[-0.394846    0.00116854],2,-1.0,[-0.39361927  0.00122673],0
53,[-0.39361927  0.00122673],2,-1.0,[-0.39234287  0.0012764 ],0
53,[-0.39234287  0.0012764 ],2,-1.0,[-0.39102563  0.00131723],0
53,[-0.39102563  0.00131723],2,-1.0,[-0.38967672  0.00134893],0
53,[-0.38967672  0.00134893],2,-1.0,[-0.3883054   0.00137132],0
53,[-0.3883054   0.00137132],2,-1.0,[-0.38692114  0.00138425],0
53,[-0.38692114  0.00138425],2,-1.0,[-0.38553348  0.00138765],0
53,[-0.38553348  0.00138765],2,-1.0,[-0.38415197  0.00138152],0
53,[-0.38415197  0.00138152],2,-1.0,[-0.38278604  0.00136591],0
53,[-0.38278604  0.00136591],2,-1.0,[-0.3814451   0.00134094],0
53,[-0.3814451   0.00134094],2,-1.0,[-0.38013828  0.00130682],0
53,[-0.38013828  0.00130682],2,-1.0,[-0.3788745   0.00126377],0
53,[-0.3788745   0.00126377],2,-1.0,[-0.3776624   0.00121212],0
53,[-0.3776624   0.00121212],2,-1.0,[-0.37651017  0.00115223],0
53,[-0.37651017  0.00115223],2,-1.0,[-0.37542564  0.00108452],0
53,[-0.37542564  0.00108452],2,-1.0,[-0.37441617  0.00100946],0
53,[-0.37441617  0.00100946],2,-1.0,[-0.3734886   0.00092757],0
53,[-0.3734886   0.00092757],2,-1.0,[-0.3726492   0.00083941],0
53,[-0.3726492   0.00083941],1,-1.0,[-3.7290362e-01 -2.5440968e-04],0
53,[-3.7290362e-01 -2.5440968e-04],1,-1.0,[-0.3742501  -0.00134652],0
53,[-0.3742501  -0.00134652],1,-1.0,[-0.37667966 -0.00242953],0
53,[-0.37667966 -0.00242953],1,-1.0,[-0.38017574 -0.00349609],0
53,[-0.38017574 -0.00349609],0,-1.0,[-0.38571462 -0.00553888],0
53,[-0.38571462 -0.00553888],0,-1.0,[-0.3932584  -0.00754377],0
53,[-0.3932584  -0.00754377],0,-1.0,[-0.402755  -0.0094966],0
53,[-0.402755  -0.0094966],0,-1.0,[-0.4141382  -0.01138321],0
53,[-0.4141382  -0.01138321],0,-1.0,[-0.4273277  -0.01318949],0
53,[-0.4273277  -0.01318949],0,-1.0,[-0.4422292  -0.01490152],0
53,[-0.4422292  -0.01490152],0,-1.0,[-0.45873496 -0.01650575],0
53,[-0.45873496 -0.01650575],0,-1.0,[-0.47672412 -0.01798917],0
53,[-0.47672412 -0.01798917],0,-1.0,[-0.4960637  -0.01933957],0
53,[-0.4960637  -0.01933957],0,-1.0,[-0.51660955 -0.02054585],0
53,[-0.51660955 -0.02054585],0,-1.0,[-0.5382078  -0.02159826],0
53,[-0.5382078  -0.02159826],0,-1.0,[-0.56069654 -0.02248873],0
53,[-0.56069654 -0.02248873],0,-1.0,[-0.5839076  -0.02321107],0
53,[-0.5839076  -0.02321107],0,-1.0,[-0.6076688  -0.02376122],0
53,[-0.6076688  -0.02376122],0,-1.0,[-0.6318062  -0.02413736],0
53,[-0.6318062  -0.02413736],0,-1.0,[-0.65614617 -0.02433998],0
53,[-0.65614617 -0.02433998],0,-1.0,[-0.68051803 -0.02437187],0
53,[-0.68051803 -0.02437187],0,-1.0,[-0.70475596 -0.02423796],0
53,[-0.70475596 -0.02423796],0,-1.0,[-0.7287012  -0.02394518],0
53,[-0.7287012  -0.02394518],0,-1.0,[-0.75220335 -0.02350216],0
53,[-0.75220335 -0.02350216],0,-1.0,[-0.7751222 -0.0229189],0
53,[-0.7751222 -0.0229189],0,-1.0,[-0.7973287  -0.02220646],0
53,[-0.7973287  -0.02220646],0,-1.0,[-0.81870526 -0.02137657],0
53,[-0.81870526 -0.02137657],0,-1.0,[-0.83914655 -0.02044128],0
53,[-0.83914655 -0.02044128],0,-1.0,[-0.8585592  -0.01941263],0
53,[-0.8585592  -0.01941263],0,-1.0,[-0.8768616  -0.01830239],0
53,[-0.8768616  -0.01830239],0,-1.0,[-0.8939833  -0.01712176],0
53,[-0.8939833  -0.01712176],1,-1.0,[-0.90886456 -0.01488123],0
53,[-0.90886456 -0.01488123],1,-1.0,[-0.921458   -0.01259344],0
53,[-0.921458   -0.01259344],1,-1.0,[-0.9317272  -0.01026921],0
53,[-0.9317272  -0.01026921],1,-1.0,[-0.93964493 -0.00791771],0
53,[-0.93964493 -0.00791771],1,-1.0,[-0.9451916  -0.00554672],0
53,[-0.9451916  -0.00554672],2,-1.0,[-0.9473545  -0.00216287],0
53,[-0.9473545  -0.00216287],2,-1.0,[-0.94612867  0.00122582],0
53,[-0.94612867  0.00122582],2,-1.0,[-0.94151694  0.00461178],0
53,[-0.94151694  0.00461178],2,-1.0,[-0.93352973  0.00798718],0
53,[-0.93352973  0.00798718],2,-1.0,[-0.9221865   0.01134323],0
53,[-0.9221865   0.01134323],2,-1.0,[-0.907517    0.01466947],0
53,[-0.907517    0.01466947],2,-1.0,[-0.88956386  0.01795317],0
53,[-0.88956386  0.01795317],2,-1.0,[-0.8683851  0.0211788],0
53,[-0.8683851  0.0211788],2,-1.0,[-0.84405744  0.02432763],0
53,[-0.84405744  0.02432763],2,-1.0,[-0.81667984  0.02737758],0
53,[-0.81667984  0.02737758],2,-1.0,[-0.7863766   0.03030322],0
53,[-0.7863766   0.03030322],2,-1.0,[-0.7533004   0.03307617],0
53,[-0.7533004   0.03307617],2,-1.0,[-0.7176347   0.03566579],0
53,[-0.7176347   0.03566579],2,-1.0,[-0.6795944   0.03804025],0
53,[-0.6795944   0.03804025],2,-1.0,[-0.6394264   0.04016798],0
53,[-0.6394264   0.04016798],2,-1.0,[-0.5974071   0.04201931],0
53,[-0.5974071   0.04201931],2,-1.0,[-0.5538388   0.04356836],0
53,[-0.5538388   0.04356836],2,-1.0,[-0.50904393  0.04479485],0
53,[-0.50904393  0.04479485],2,-1.0,[-0.4633582   0.04568572],0
53,[-0.4633582   0.04568572],2,-1.0,[-0.41712183  0.04623637],0
53,[-0.41712183  0.04623637],2,-1.0,[-0.3706705   0.04645131],0
53,[-0.3706705   0.04645131],2,-1.0,[-0.32432634  0.04634416],0
53,[-0.32432634  0.04634416],2,-1.0,[-0.27838928  0.04593706],0
53,[-0.27838928  0.04593706],2,-1.0,[-0.23312986  0.04525943],0
53,[-0.23312986  0.04525943],2,-1.0,[-0.18878353  0.04434634],0
53,[-0.18878353  0.04434634],2,-1.0,[-0.14554684  0.04323668],0
53,[-0.14554684  0.04323668],2,-1.0,[-0.10357561  0.04197123],0
53,[-0.10357561  0.04197123],2,-1.0,[-0.06298465  0.04059096],0
53,[-0.06298465  0.04059096],2,-1.0,[-0.0238492   0.03913545],0
53,[-0.0238492   0.03913545],2,-1.0,[0.01379265 0.03764185],0
53,[0.01379265 0.03764185],2,-1.0,[0.04993663 0.03614399],0
53,[0.04993663 0.03614399],2,-1.0,[0.08460862 0.03467199],0
53,[0.08460862 0.03467199],2,-1.0,[0.11786072 0.03325209],0
53,[0.11786072 0.03325209],2,-1.0,[0.14976746 0.03190675],0
53,[0.14976746 0.03190675],2,-1.0,[0.18042234 0.03065487],0
53,[0.18042234 0.03065487],2,-1.0,[0.20993456 0.02951223],0
53,[0.20993456 0.02951223],2,-1.0,[0.23842643 0.02849187],0
53,[0.23842643 0.02849187],2,-1.0,[0.26603103 0.0276046 ],0
53,[0.26603103 0.0276046 ],2,-1.0,[0.29289043 0.02685941],0
53,[0.29289043 0.02685941],2,-1.0,[0.3191544  0.02626398],0
53,[0.3191544  0.02626398],2,-1.0,[0.3449794  0.02582499],0
53,[0.3449794  0.02582499],2,-1.0,[0.37052795 0.02554854],0
53,[0.37052795 0.02554854],2,-1.0,[0.39596838 0.02544043],0
53,[0.39596838 0.02544043],2,-1.0,[0.42147478 0.02550642],0
53,[0.42147478 0.02550642],2,-1.0,[0.4472272  0.02575242],0
53,[0.4472272  0.02575242],2,-1.0,[0.47341186 0.02618463],0
53,[0.47341186 0.02618463],2,-1.0,[0.5002215  0.02680965],1
54,"(array([-0.5439451,  0.       ], dtype=float32), {})",2,-1.0,[-0.54279256  0.0011525 ],0
54,[-0.54279256  0.0011525 ],2,-1.0,[-0.5404962   0.00229638],0
54,[-0.5404962   0.00229638],2,-1.0,[-0.53707314  0.00342305],0
54,[-0.53707314  0.00342305],2,-1.0,[-0.532549    0.00452408],0
54,[-0.532549    0.00452408],2,-1.0,[-0.5269578  0.0055912],0
54,[-0.5269578  0.0055912],2,-1.0,[-0.52034146  0.00661639],0
54,[-0.52034146  0.00661639],2,-1.0,[-0.5127495   0.00759196],0
54,[-0.5127495   0.00759196],2,-1.0,[-0.50423884  0.00851061],0
54,[-0.50423884  0.00851061],2,-1.0,[-0.49487337  0.00936549],0
54,[-0.49487337  0.00936549],2,-1.0,[-0.48472306  0.01015032],0
54,[-0.48472306  0.01015032],2,-1.0,[-0.47386366  0.01085941],0
54,[-0.47386366  0.01085941],2,-1.0,[-0.46237588  0.01148778],0
54,[-0.46237588  0.01148778],2,-1.0,[-0.45034468  0.01203118],0
54,[-0.45034468  0.01203118],2,-1.0,[-0.4378585   0.01248619],0
54,[-0.4378585   0.01248619],2,-1.0,[-0.4250083   0.01285021],0
54,[-0.4250083   0.01285021],2,-1.0,[-0.41188678  0.01312151],0
54,[-0.41188678  0.01312151],2,-1.0,[-0.39858752  0.01329927],0
54,[-0.39858752  0.01329927],2,-1.0,[-0.38520402  0.01338351],0
54,[-0.38520402  0.01338351],2,-1.0,[-0.37182888  0.01337511],0
54,[-0.37182888  0.01337511],2,-1.0,[-0.35855314  0.01327576],0
54,[-0.35855314  0.01327576],2,-1.0,[-0.34546524  0.01308788],0
54,[-0.34546524  0.01308788],2,-1.0,[-0.3326507   0.01281457],0
54,[-0.3326507   0.01281457],2,-1.0,[-0.32019117  0.01245951],0
54,[-0.32019117  0.01245951],2,-1.0,[-0.3081643   0.01202688],0
54,[-0.3081643   0.01202688],2,-1.0,[-0.29664302  0.01152128],0
54,[-0.29664302  0.01152128],2,-1.0,[-0.2856954   0.01094761],0
54,[-0.2856954   0.01094761],2,-1.0,[-0.2753844   0.01031101],0
54,[-0.2753844   0.01031101],2,-1.0,[-0.26576766  0.00961673],0
54,[-0.26576766  0.00961673],2,-1.0,[-0.25689754  0.00887014],0
54,[-0.25689754  0.00887014],2,-1.0,[-0.24882098  0.00807656],0
54,[-0.24882098  0.00807656],2,-1.0,[-0.24157965  0.00724133],0
54,[-0.24157965  0.00724133],2,-1.0,[-0.23521     0.00636964],0
54,[-0.23521     0.00636964],2,-1.0,[-0.22974336  0.00546664],0
54,[-0.22974336  0.00546664],2,-1.0,[-0.22520606  0.0045373 ],0
54,[-0.22520606  0.0045373 ],2,-1.0,[-0.22161958  0.0035865 ],0
54,[-0.22161958  0.0035865 ],2,-1.0,[-0.21900058  0.00261899],0
54,[-0.21900058  0.00261899],2,-1.0,[-0.21736117  0.00163942],0
54,[-0.21736117  0.00163942],2,-1.0,[-0.2167088   0.00065237],0
54,[-0.2167088   0.00065237],2,-1.0,[-0.21704645 -0.00033765],0
54,[-0.21704645 -0.00033765],1,-1.0,[-0.21937259 -0.00232614],0
54,[-0.21937259 -0.00232614],1,-1.0,[-0.22367659 -0.004304  ],0
54,[-0.22367659 -0.004304  ],1,-1.0,[-0.22993854 -0.00626195],0
54,[-0.22993854 -0.00626195],1,-1.0,[-0.2381289  -0.00819036],0
54,[-0.2381289  -0.00819036],0,-1.0,[-0.249208  -0.0110791],0
54,[-0.249208  -0.0110791],0,-1.0,[-0.26312035 -0.01391237],0
54,[-0.26312035 -0.01391237],0,-1.0,[-0.27979347 -0.01667311],0
54,[-0.27979347 -0.01667311],0,-1.0,[-0.2991364  -0.01934292],0
54,[-0.2991364  -0.01934292],0,-1.0,[-0.32103842 -0.02190202],0
54,[-0.32103842 -0.02190202],0,-1.0,[-0.34536785 -0.02432943],0
54,[-0.34536785 -0.02432943],0,-1.0,[-0.37197122 -0.02660337],0
54,[-0.37197122 -0.02660337],0,-1.0,[-0.40067297 -0.02870176],0
54,[-0.40067297 -0.02870176],0,-1.0,[-0.43127593 -0.03060295],0
54,[-0.43127593 -0.03060295],0,-1.0,[-0.4635625  -0.03228655],0
54,[-0.4635625  -0.03228655],0,-1.0,[-0.4972969 -0.0337344],0
54,[-0.4972969 -0.0337344],0,-1.0,[-0.53222835 -0.03493145],0
54,[-0.53222835 -0.03493145],0,-1.0,[-0.5680951  -0.03586674],0
54,[-0.5680951  -0.03586674],0,-1.0,[-0.6046291  -0.03653401],0
54,[-0.6046291  -0.03653401],0,-1.0,[-0.6415613  -0.03693225],0
54,[-0.6415613  -0.03693225],0,-1.0,[-0.6786272  -0.03706588],0
54,[-0.6786272  -0.03706588],0,-1.0,[-0.7155719  -0.03694464],0
54,[-0.7155719  -0.03694464],0,-1.0,[-0.75215495 -0.03658312],0
54,[-0.75215495 -0.03658312],0,-1.0,[-0.78815514 -0.03600014],0
54,[-0.78815514 -0.03600014],0,-1.0,[-0.8233729  -0.03521781],0
54,[-0.8233729  -0.03521781],0,-1.0,[-0.8576335  -0.03426055],0
54,[-0.8576335  -0.03426055],0,-1.0,[-0.89078754 -0.03315404],0
54,[-0.89078754 -0.03315404],0,-1.0,[-0.9227118  -0.03192424],0
54,[-0.9227118  -0.03192424],0,-1.0,[-0.95330834 -0.03059657],0
54,[-0.95330834 -0.03059657],1,-1.0,[-0.9815034  -0.02819508],0
54,[-0.9815034  -0.02819508],1,-1.0,[-1.0072469  -0.02574348],0
54,[-1.0072469  -0.02574348],1,-1.0,[-1.0305083  -0.02326141],0
54,[-1.0305083  -0.02326141],1,-1.0,[-1.0512729  -0.02076454],0
54,[-1.0512729  -0.02076454],1,-1.0,[-1.0695375  -0.01826473],0
54,[-1.0695375  -0.01826473],2,-1.0,[-1.0843079  -0.01477034],0
54,[-1.0843079  -0.01477034],2,-1.0,[-1.0955937  -0.01128582],0
54,[-1.0955937  -0.01128582],2,-1.0,[-1.1034058  -0.00781212],0
54,[-1.1034058  -0.00781212],2,-1.0,[-1.1077534  -0.00434758],0
54,[-1.1077534  -0.00434758],2,-1.0,[-1.1086422e+00 -8.8872347e-04],0
54,[-1.1086422e+00 -8.8872347e-04],2,-1.0,[-1.1060733   0.00256892],0
54,[-1.1060733   0.00256892],2,-1.0,[-1.1000432   0.00603003],0
54,[-1.1000432   0.00603003],2,-1.0,[-1.0905446   0.00949868],0
54,[-1.0905446   0.00949868],2,-1.0,[-1.077567    0.01297757],0
54,[-1.077567    0.01297757],2,-1.0,[-1.0610998  0.0164672],0
54,[-1.0610998  0.0164672],2,-1.0,[-1.0411347   0.01996502],0
54,[-1.0411347   0.01996502],2,-1.0,[-1.0176702   0.02346461],0
54,[-1.0176702   0.02346461],2,-1.0,[-0.9907153   0.02695481],0
54,[-0.9907153   0.02695481],2,-1.0,[-0.96029633  0.03041901],0
54,[-0.96029633  0.03041901],2,-1.0,[-0.9264618   0.03383453],0
54,[-0.9264618   0.03383453],2,-1.0,[-0.8892895   0.03717232],0
54,[-0.8892895   0.03717232],2,-1.0,[-0.84889245  0.04039701],0
54,[-0.84889245  0.04039701],2,-1.0,[-0.805425   0.0434675],0
54,[-0.805425   0.0434675],2,-1.0,[-0.7590867   0.04633822],0
54,[-0.7590867   0.04633822],2,-1.0,[-0.7101257   0.04896109],0
54,[-0.7101257   0.04896109],2,-1.0,[-0.6588375   0.05128817],0
54,[-0.6588375   0.05128817],2,-1.0,[-0.6055626   0.05327486],0
54,[-0.6055626   0.05327486],2,-1.0,[-0.5506792   0.05488341],0
54,[-0.5506792   0.05488341],2,-1.0,[-0.49459293  0.05608629],0
54,[-0.49459293  0.05608629],2,-1.0,[-0.4377239   0.05686902],0
54,[-0.4377239   0.05686902],2,-1.0,[-0.38049185  0.05723206],0
54,[-0.38049185  0.05723206],2,-1.0,[-0.32330042  0.05719143],0
54,[-0.32330042  0.05719143],2,-1.0,[-0.26652244  0.05677798],0
54,[-0.26652244  0.05677798],2,-1.0,[-0.21048701  0.05603543],0
54,[-0.21048701  0.05603543],2,-1.0,[-0.15546949  0.05501752],0
54,[-0.15546949  0.05501752],2,-1.0,[-0.10168494  0.05378455],0
54,[-0.10168494  0.05378455],2,-1.0,[-0.04928497  0.05239997],0
54,[-0.04928497  0.05239997],2,-1.0,[0.00164228 0.05092725],0
54,[0.00164228 0.05092725],2,-1.0,[0.05106955 0.04942728],0
54,[0.05106955 0.04942728],2,-1.0,[0.09902611 0.04795656],0
54,[0.09902611 0.04795656],2,-1.0,[0.14559218 0.04656607],0
54,[0.14559218 0.04656607],2,-1.0,[0.19089295 0.04530077],0
54,[0.19089295 0.04530077],2,-1.0,[0.2350926  0.04419964],0
54,[0.2350926  0.04419964],2,-1.0,[0.27838865 0.04329606],0
54,[0.27838865 0.04329606],2,-1.0,[0.32100707 0.04261842],0
54,[0.32100707 0.04261842],2,-1.0,[0.3631979  0.04219082],0
54,[0.3631979  0.04219082],2,-1.0,[0.4052316  0.04203371],0
54,[0.4052316  0.04203371],2,-1.0,[0.4473961  0.04216449],0
54,[0.4473961  0.04216449],2,-1.0,[0.48999405 0.04259793],0
54,[0.48999405 0.04259793],2,-1.0,[0.53334033 0.04334633],1
55,"(array([-0.43786862,  0.        ], dtype=float32), {})",2,-1.0,[-4.3750453e-01  3.6408898e-04],0
55,[-4.3750453e-01  3.6408898e-04],2,-1.0,[-0.436779    0.00072554],0
55,[-0.436779    0.00072554],2,-1.0,[-0.4356973   0.00108173],0
55,[-0.4356973   0.00108173],2,-1.0,[-0.4342672   0.00143008],0
55,[-0.4342672   0.00143008],2,-1.0,[-0.4324991   0.00176808],0
55,[-0.4324991   0.00176808],2,-1.0,[-0.4304058   0.00209331],0
55,[-0.4304058   0.00209331],2,-1.0,[-0.42800236  0.00240343],0
55,[-0.42800236  0.00240343],2,-1.0,[-0.4253061   0.00269625],0
55,[-0.4253061   0.00269625],2,-1.0,[-0.42233643  0.00296969],0
55,[-0.42233643  0.00296969],2,-1.0,[-0.4191146   0.00322185],0
55,[-0.4191146   0.00322185],2,-1.0,[-0.4156636   0.00345099],0
55,[-0.4156636   0.00345099],2,-1.0,[-0.41200805  0.00365555],0
55,[-0.41200805  0.00365555],2,-1.0,[-0.4081739   0.00383416],0
55,[-0.4081739   0.00383416],2,-1.0,[-0.40418822  0.00398567],0
55,[-0.40418822  0.00398567],2,-1.0,[-0.4000791   0.00410912],0
55,[-0.4000791   0.00410912],2,-1.0,[-0.3958753   0.00420378],0
55,[-0.3958753   0.00420378],2,-1.0,[-0.39160618  0.00426913],0
55,[-0.39160618  0.00426913],2,-1.0,[-0.38730133  0.00430485],0
55,[-0.38730133  0.00430485],2,-1.0,[-0.38299045  0.00431087],0
55,[-0.38299045  0.00431087],2,-1.0,[-0.37870315  0.0042873 ],0
55,[-0.37870315  0.0042873 ],2,-1.0,[-0.37446868  0.00423449],0
55,[-0.37446868  0.00423449],2,-1.0,[-0.37031573  0.00415295],0
55,[-0.37031573  0.00415295],2,-1.0,[-0.3662723   0.00404342],0
55,[-0.3662723   0.00404342],2,-1.0,[-0.3623655   0.00390679],0
55,[-0.3623655   0.00390679],2,-1.0,[-0.35862136  0.00374415],0
55,[-0.35862136  0.00374415],2,-1.0,[-0.35506466  0.00355672],0
55,[-0.35506466  0.00355672],2,-1.0,[-0.35171875  0.00334588],0
55,[-0.35171875  0.00334588],2,-1.0,[-0.3486056   0.00311315],0
55,[-0.3486056   0.00311315],2,-1.0,[-0.34574544  0.00286016],0
55,[-0.34574544  0.00286016],2,-1.0,[-0.34315678  0.00258866],0
55,[-0.34315678  0.00258866],2,-1.0,[-0.3408563   0.00230048],0
55,[-0.3408563   0.00230048],2,-1.0,[-0.33885878  0.00199754],0
55,[-0.33885878  0.00199754],2,-1.0,[-0.33717692  0.00168184],0
55,[-0.33717692  0.00168184],2,-1.0,[-0.3358215   0.00135543],0
55,[-0.3358215   0.00135543],1,-1.0,[-3.3580109e-01  2.0414638e-05],0
55,[-3.3580109e-01  2.0414638e-05],1,-1.0,[-0.33711582 -0.00131473],0
55,[-0.33711582 -0.00131473],0,-1.0,[-0.34075734 -0.00364153],0
55,[-0.34075734 -0.00364153],0,-1.0,[-0.34670246 -0.0059451 ],0
55,[-0.34670246 -0.0059451 ],0,-1.0,[-0.35491288 -0.00821042],0
55,[-0.35491288 -0.00821042],0,-1.0,[-0.3653351  -0.01042225],0
55,[-0.3653351  -0.01042225],0,-1.0,[-0.37790024 -0.01256513],0
55,[-0.37790024 -0.01256513],0,-1.0,[-0.39252365 -0.01462341],0
55,[-0.39252365 -0.01462341],0,-1.0,[-0.40910497 -0.01658133],0
55,[-0.40910497 -0.01658133],0,-1.0,[-0.42752823 -0.01842325],0
55,[-0.42752823 -0.01842325],0,-1.0,[-0.4476621  -0.02013384],0
55,[-0.4476621  -0.02013384],0,-1.0,[-0.46936053 -0.02169846],0
55,[-0.46936053 -0.02169846],0,-1.0,[-0.49246398 -0.02310345],0
55,[-0.49246398 -0.02310345],0,-1.0,[-0.5168006  -0.02433662],0
55,[-0.5168006  -0.02433662],0,-1.0,[-0.5421882 -0.0253876],0
55,[-0.5421882 -0.0253876],0,-1.0,[-0.56843644 -0.02624826],0
55,[-0.56843644 -0.02624826],0,-1.0,[-0.59534943 -0.02691299],0
55,[-0.59534943 -0.02691299],0,-1.0,[-0.62272847 -0.027379  ],0
55,[-0.62272847 -0.027379  ],0,-1.0,[-0.6503749  -0.02764644],0
55,[-0.6503749  -0.02764644],0,-1.0,[-0.67809325 -0.02771838],0
55,[-0.67809325 -0.02771838],0,-1.0,[-0.70569396 -0.02760071],0
55,[-0.70569396 -0.02760071],0,-1.0,[-0.7329959  -0.02730192],0
55,[-0.7329959  -0.02730192],0,-1.0,[-0.7598286  -0.02683271],0
55,[-0.7598286  -0.02683271],1,-1.0,[-0.78503424 -0.02520561],0
55,[-0.78503424 -0.02520561],1,-1.0,[-0.808474   -0.02343978],0
55,[-0.808474   -0.02343978],1,-1.0,[-0.83002794 -0.02155396],0
55,[-0.83002794 -0.02155396],1,-1.0,[-0.849594   -0.01956604],0
55,[-0.849594   -0.01956604],2,-1.0,[-0.8660866  -0.01649261],0
55,[-0.8660866  -0.01649261],2,-1.0,[-0.87943923 -0.01335263],0
55,[-0.87943923 -0.01335263],2,-1.0,[-0.8896018  -0.01016261],0
55,[-0.8896018  -0.01016261],2,-1.0,[-0.8965387  -0.00693685],0
55,[-0.8965387  -0.00693685],2,-1.0,[-0.9002266  -0.00368789],0
55,[-0.9002266  -0.00368789],2,-1.0,[-9.0065360e-01 -4.2698305e-04],0
55,[-9.0065360e-01 -4.2698305e-04],2,-1.0,[-0.89781827  0.00283529],0
55,[-0.89781827  0.00283529],2,-1.0,[-0.89172983  0.00608843],0
55,[-0.89172983  0.00608843],2,-1.0,[-0.88240844  0.00932141],0
55,[-0.88240844  0.00932141],2,-1.0,[-0.8698864   0.01252208],0
55,[-0.8698864   0.01252208],2,-1.0,[-0.8542097   0.01567665],0
55,[-0.8542097   0.01567665],2,-1.0,[-0.8354405   0.01876922],0
55,[-0.8354405   0.01876922],2,-1.0,[-0.813659   0.0217815],0
55,[-0.813659   0.0217815],2,-1.0,[-0.78896636  0.02469261],0
55,[-0.78896636  0.02469261],2,-1.0,[-0.7614872  0.0274792],0
55,[-0.7614872  0.0274792],2,-1.0,[-0.73137146  0.03011573],0
55,[-0.73137146  0.03011573],2,-1.0,[-0.6987964   0.03257506],0
55,[-0.6987964   0.03257506],2,-1.0,[-0.663967    0.03482937],0
55,[-0.663967    0.03482937],2,-1.0,[-0.6271157   0.03685129],0
55,[-0.6271157   0.03685129],2,-1.0,[-0.5885005   0.03861525],0
55,[-0.5885005   0.03861525],2,-1.0,[-0.54840153  0.04009895],0
55,[-0.54840153  0.04009895],2,-1.0,[-0.50711673  0.0412848 ],0
55,[-0.50711673  0.0412848 ],2,-1.0,[-0.4649555   0.04216123],0
55,[-0.4649555   0.04216123],2,-1.0,[-0.42223185  0.04272367],0
55,[-0.42223185  0.04272367],2,-1.0,[-0.37925676  0.04297508],0
55,[-0.37925676  0.04297508],2,-1.0,[-0.33633074  0.04292603],0
55,[-0.33633074  0.04292603],2,-1.0,[-0.2937365   0.04259425],0
55,[-0.2937365   0.04259425],2,-1.0,[-0.25173277  0.0420037 ],0
55,[-0.25173277  0.0420037 ],2,-1.0,[-0.21054941  0.04118336],0
55,[-0.21054941  0.04118336],2,-1.0,[-0.17038369  0.04016573],0
55,[-0.17038369  0.04016573],2,-1.0,[-0.13139842  0.03898527],0
55,[-0.13139842  0.03898527],2,-1.0,[-0.09372142  0.037677  ],0
55,[-0.09372142  0.037677  ],2,-1.0,[-0.05744625  0.03627517],0
55,[-0.05744625  0.03627517],2,-1.0,[-0.02263404  0.0348122 ],0
55,[-0.02263404  0.0348122 ],2,-1.0,[0.01068393 0.03331797],0
55,[0.01068393 0.03331797],2,-1.0,[0.04250318 0.03181925],0
55,[0.04250318 0.03181925],2,-1.0,[0.07284272 0.03033955],0
55,[0.07284272 0.03033955],2,-1.0,[0.10174173 0.028899  ],0
55,[0.10174173 0.028899  ],2,-1.0,[0.12925628 0.02751455],0
55,[0.12925628 0.02751455],2,-1.0,[0.15545645 0.02620017],0
55,[0.15545645 0.02620017],2,-1.0,[0.1804236  0.02496715],0
55,[0.1804236  0.02496715],2,-1.0,[0.20424812 0.02382451],0
55,[0.20424812 0.02382451],2,-1.0,[0.22702745 0.02277933],0
55,[0.22702745 0.02277933],2,-1.0,[0.24886455 0.0218371 ],0
55,[0.24886455 0.0218371 ],2,-1.0,[0.26986665 0.02100209],0
55,[0.26986665 0.02100209],2,-1.0,[0.29014426 0.02027762],0
55,[0.29014426 0.02027762],2,-1.0,[0.30981064 0.01966638],0
55,[0.30981064 0.01966638],2,-1.0,[0.32898128 0.01917065],0
55,[0.32898128 0.01917065],2,-1.0,[0.34777385 0.01879255],0
55,[0.34777385 0.01879255],2,-1.0,[0.366308   0.01853416],0
55,[0.366308   0.01853416],2,-1.0,[0.38470578 0.01839778],0
55,[0.38470578 0.01839778],2,-1.0,[0.40309176 0.01838596],0
55,[0.40309176 0.01838596],2,-1.0,[0.42159346 0.01850172],0
55,[0.42159346 0.01850172],2,-1.0,[0.44034204 0.01874856],0
55,[0.44034204 0.01874856],2,-1.0,[0.45947266 0.01913061],0
55,[0.45947266 0.01913061],2,-1.0,[0.47912526 0.01965263],0
55,[0.47912526 0.01965263],2,-1.0,[0.49944532 0.02032007],0
55,[0.49944532 0.02032007],2,-1.0,[0.5205844  0.02113907],1
56,"(array([-0.50325865,  0.        ], dtype=float32), {})",2,-1.0,[-0.50241107  0.00084754],0
56,[-0.50241107  0.00084754],2,-1.0,[-0.50072235  0.00168874],0
56,[-0.50072235  0.00168874],2,-1.0,[-0.49820504  0.0025173 ],0
56,[-0.49820504  0.0025173 ],2,-1.0,[-0.49487802  0.00332704],0
56,[-0.49487802  0.00332704],2,-1.0,[-0.4907661  0.0041119],0
56,[-0.4907661  0.0041119],2,-1.0,[-0.48590007  0.00486605],0
56,[-0.48590007  0.00486605],2,-1.0,[-0.48031616  0.00558391],0
56,[-0.48031616  0.00558391],2,-1.0,[-0.47405595  0.0062602 ],0
56,[-0.47405595  0.0062602 ],2,-1.0,[-0.46716595  0.00689   ],0
